,name,screen_name,followers_count
59,さとう由美（国民民主党衆議院東京第24区総支部長）DPFP衆議院候補予定者,@yumibetterworld,1193
60,中山真珠🫧【静岡市清水区】,@shinju_nakayama,1164
61,うすきひでたけ／国民民主党北海道連代表,@hide_usuki,1157
62,関口太一,@SekiguchiTaichi,1130
63,国民民主党北海道総支部連合会,@KokuminHokkaido,1094
64,国民民主党山形県連,@gokokuminymgt,1043
65,石黒たつお（練馬区議会議員　国民民主党）,@ishiguronerima,994
66,恒吉ひろゆき🐰国民民主党公認・市議にチャレンジ,@nakahi,986
67,足立信也と安心な日本を創る会,@shinya8484,959
68,榎本あゆみ＠港区議会議員,@enoayu_minato,947
69,超国民民主党滋賀県連★ミ,@dpfp_shiga,935
70,国民民主党島根県総支部連合会,@dpfp_shimane,917
71,友保 陽子/Yoko Tomoyasu,@tomoyan_yoko,905
72,国民民主党栃木県総支部連合会,@dp_tochigi,902
73,元衆議院議員　高橋みほ(高橋美穂),@mihojimukyoku,891
74,小牧市議会議員 小川まゆみ,@mayumi_ogawa,887
75,ひちわ真理子🐰国民民主党　八千代市議会議員（仮）,@mariko_hichiwa,869
76,梶原英樹🔥 山科の未来へ出発進行🚃,@kajiwarahideki,853
77,黒田太郎@愛知県議会議員【公式】,@kuroda__taro,844
78,鈴木ゆうま（国民民主党　西東京市議会議員）,@suzuki_yuma1009,841
79,国民民主党香川県総支部連合会,@kagawakokumin,837
80,鴇田敦,@tokita812,812
81,国民民主党和歌山県総支部連合会,@minshuwakayama,812
82,吉野正人(目黒区議会議員),@yoshinomasato,802
83,国民民主党長崎県連,@kokumin_ngsk,798
84,国民民主党神奈川県総支部連合会,@kokumin_kng,779
85,「わたなべひろゆき」オネエでもやれば出来る‼️,@one_ehime,774
86,福岡県議会議員 守谷正人,@masatomoriya,716
87,おくだ晋一☀️国民民主党公認候補予定者【名古屋市西区】,@okuda_shinichi,687
88,国民民主党宮崎県連_第1区総支部@宮崎市,@dpfpmiyazaki1,685
89,興津秀憲（おきつひでのり）,@okitsutokyo,667
90,長友しんじ,@nagatomoshinji,663
91,🟨国民民主党 濱田知明（Tomoaki Hamada）東京都北区政策委員,@kokuminhodo,663
92,鎌田やすはる＠国民民主党 和光市政策委員,@KamadaYasuharu,659
93,丹野みどり,@tannomidori,637
94,中野ヘンリ【国民民主党🐰　江戸川区議会議員候補予定者】,@Henry66239746,628
95,国民民主党福岡県連,@kokumin_fukuoka,623
96,岩崎さやこ(国民民主党東久留米市政策委員),@IwasakiIwamo,617
97,野田きよし @国民民主党福岡県連 (福岡市博多区担当) - 市政に挑戦!!,@kokumin_kuma,614
98,国民民主党愛知県総支部連合会,@kokumin_aichi_,599
99,国民民主党山梨県連,@minshin_y,588
100,流山市議 藤井としゆき,@fujii_toshiyuki,588
101,黒澤三千夫,@kurokumagaya,586
102,国民民主党福島県総支部連合会,@f7SYmFBYMivVBCE,585
103,国民民主党大分県連,@KokuminOita,560
104,丸山幸一郎(広島市安佐南区),@maru_ko_enkai,559
105,はぎわら一樹　国民民主党公認候補予定者【船橋市議会】,@KHagi_Funabashi,543
106,国民民主党徳島県総支部連合会,@kokumin_tks,542
107,前川こうき【25歳　国民民主党🐰　高松市議会議員選挙　公認候補予定者】,@maekawa190,541
108,石田しんご（前品川区議会議員）,@Ishida_shingo51,531
109,野村美穂,@nomuramiho3434,530
110,小川陽平＠国民民主党【札幌市中央区】,@yoheiogawa_DPFP,521
111,中村健太郎🐰国民民主党公認候補予定者【田原市議会議員選挙】,@nkm27,498
112,島貫 宏幸,@hiroyukishiman1,495
113,山野井隆,@yamanoitakashi,495
114,山本 武志(敦賀市議会議員),@Yamatake914,492
115,あさおか志麻@国民民主党公認候補予定者(愛媛県議会),@mirailabo0913,488
116,国民民主党 国会情報,@DPFP_DietInfo,479
117,菊池大二郎 山形県議会議員 Kikuchi Daijiro,@KikuchiDaijiro,467
118,高安ひろあき（茨城県議会議員),@Takayasuhiro329,461
119,小笠原 浩,@oga1227,447
120,白岩正三,@shiraiwa_net,446
121,国民民主党福井県総支部連合会,@kokumin_fukui,442
122,松本れいこ／福岡市西区,@reiko_mtsmt,437
123,おちたつや（越智 辰哉）,@ochitatsuya0711,429
124,とみやま勝之(冨山勝之)常総市,@tomiyama_ka,425
125,前田強(国民民主党高知県連),@maetsuyoshi,415
126,大足　光司,@koji_oashi,371
127,軽石義則,@karuishi_y,368
128,いしいともえ【衆議院・愛媛１区】国民民主党,@t_kakuda,366
129,国民民主党 千葉県総支部連合会,@kokumin_chiba,354
130,二川 ひでとし (茨城県議会議員),@hide_futakawa,351
131,国民民主党宮崎県連（公式）🐰🥭,@kokumin_myzk,338
132,矢野　じゅんいち（行橋市議会議員）,@jyano521,335
133,川北まさる（川西市議会議員）,@Kawakita_Masaru,332
134,国民民主党山口県連,@kokumin_ymgc,332
135,山木由美　高畠町議会議員,@YumiYamaki107,329
136,佐藤泰樹,@satoyasuki7,329
137,かねとうゆかり応援隊【香川県議会・国民民主党公認候補予定者】,@yukarikanetou,324
138,中村 けいすけ / 福岡県福津市,@ksk_0910,316
139,国民民主党茨城県連,@kokuminibaraki,288
140,助川さとる,@Sukegawa_satoru,287
141,福田とおる@国民民主党愛知県第16区総支部長,@Toru_Fukuta,283
142,河井 昭成,@kawai_akinari,283
143,ときざき直行＠国民民主党品川区政策委員,@TokizakiNaoyuki,279
144,沼田友紀(ぬまたゆき)@宇多津　国民民主党公認候補として宇多津町議会に挑戦予定🐰,@yukinumatautazu,279
145,早川ひろのり,@hiro_0202aq,274
146,山口だいすけ🌟東かがわ市議会議員,@daisuke_giin,273
147,珍部芳裕,@chimbeyoshihiro,272
148,こがゆ康弘,@yasuhirokogayu,268
149,きど かおり,@kaori_kokumin,250
150,谷  健一,@kenitani,249
151,石田たくなり【防府市議会議員】,@takunari_ishida,243
152,島津哲也（国民民主党熊本県連幹事長）,@shimazutetsuya6,242
153,今井みちえ,@MICHIEIMAI,236
154,加藤まさのぶ@国民民主党公認候補予定者(新居浜市議会),@estakihabu,231
155,田中えりか | 千代田区政策委員 | 国民民主党,@_tanakaerika_,228
156,松田みゆき/国民民主党　大野城市議,@MiyukiMatuda,225
157,片野　ひろたか（片野広隆:川越市議会議員）,@katano_36,224
158,坂本勝司 | 国民民主党・横浜市会議員( 戸塚区 ) | 選挙ドットコム更新中,@gutsdego,222
159,浜岡　ひろき,@hamaoka_hiroki,221
160,永野あつこ,@atsuko_call,221
161,国民民主党鹿児島県総支部連合会,@dpj_kagoshima,217
162,高山たいぞう,@bunkyotaizo,214
163,国民民主党三重県連,@kokumin_mie,207
164,さいとう英彰(茨城県議会議員),@Saitou_424,204
165,田中知久,@tomohisa_tanaka,204
166,桜井けんいち＠かすみがうら市,@kennichisakurai,187
167,宮原ひろみ／横浜市港南区　県政担当,@miyahara_hiro,186
168,山口たかゆき,@takayuki_ngsk,173
169,奥谷 崇(土浦市議会議員),@ELkDWoHH4sVMMD9,173
170,岩佐まさし［国民民主党兵庫県連・統一地方選挙2023］,@marboyanbo,172
171,大貫はなこ🌷(台東区政策委員・国民民主党),@hanako_onuki,164
172,竹俣 朋(たけまた とも),@ImlILWLwgsC8Ufk,164
173,吉田しゅんすけ@芦屋市政に挑戦,@shyonchi,163
174,ひぐま　慈,@itsukihiguma,159
175,弓洋子_福岡市政に挑戦_中央区_国民民主党,@fxI8dS0hrIw6lyl,159
176,前野まみこ,@xstHLFBKcyHW7Wv,153
177,森山博行,@lpSaWpiOJwz6uqd,151
178,すだ一行　国民民主党・藤沢市政担当【藤沢市議選2023】,@sudakazuyuki,149
179,金野たかやす,@kinno_takayasu,144
180,かねとうゆかり（国民民主党）,@kanetououentai,143
181,鈴木あきのぶ 川崎市高津区 【国民民主党】,@akinobu593,135
182,原田たかき　国民民主党豊島区政策委員,@harada_tsm22,134
183,西岡よしたか　国民民主党　横浜市泉区から神奈川県議会に挑戦,@osunishiokades,132
184,大沢のぼる,@osawanoboru,130
185,つづきまりこ,@inzai_mariko,124
186,はまぞえけいすけ濱添桂輔【厚木市】国民民主党公認候補予定者,@Keisuke_Hamazoe,120
187,石渡ゆきこ（弁護士）,@y_ishiwatari,118
188,小林ひろふみ,@Kobayashi1623,117
189,国民民主党 奈良県総支部連合会,@newkokuminnara,109
190,森井もとし,@motoshimorii,106
191,池永ゆうき@大阪狭山市,@ikenaga1987,105
192,かねとうゆかり後援会（国民民主党香川県議会議員補欠選挙公認候補予定者）,@kanetou55,104
193,佐藤あきお(水戸市議会議員),@satoakio310,88
194,すずき みゆき【山形県議会議員立候補予定】,@suzukimiyuki701,86
195,岡田光正,@sizuoka35bank,84
196,米田優,@TWNapoli,80
197,日髙しょういち　国民民主党公認🎊延岡市議を目指します❗,@hidakasho8,77
198,鈴木よしひろ,@yosshisuzuki,71
199,駒場昭夫,@KzAGu2ES5XwFYUI,52
200,竹内淳太郎,@juntarotakeuchi,51
201,三木由美子,@mikisanuki2023,47
202,黒木あきみつ,@akimitsukurogi,39
203,高橋りょうま,@ryoma_mino,39
204,浦川まさみ（香川県坂出市・国民民主党公認候補予定者）,@urakawamasami,30
205,参議院議員 上田清司,@FeFQFsgref5wS6U,27
206,中村久信,@BVd5wh9e90eA5mj,11
207,橋本直久,@nh19911991,9
208,春野慶司,@G1i9olE3i1NIWsA,2
